"Date","Price","Open","High","Low","Vol.","Change %"
"30-12-2022","60,840.74","61,329.16","61,392.68","60,743.71","8.04M","-0.48%"
"29-12-2022","61,133.88","60,628.29","61,210.65","60,479.06","7.87M","0.37%"
"28-12-2022","60,910.28","60,811.52","61,075.33","60,713.77","10.02M","-0.03%"
"27-12-2022","60,927.43","60,861.41","60,986.68","60,405.66","11.10M","0.60%"
"26-12-2022","60,566.42","59,755.08","60,833.78","59,754.10","6.49M","1.20%"
"23-12-2022","59,845.29","60,205.56","60,546.88","59,765.56","8.12M","-1.61%"
"22-12-2022","60,826.22","61,257.17","61,464.38","60,637.24","9.13M","-0.39%"
"21-12-2022","61,067.24","61,993.71","62,006.46","60,938.38","6.59M","-1.03%"
"20-12-2022","61,702.29","61,608.85","61,780.37","61,102.68","4.49M","-0.17%"
"19-12-2022","61,806.19","61,405.80","61,844.92","61,265.31","4.76M","0.76%"
"16-12-2022","61,337.81","61,534.24","61,893.22","61,292.53","6.96M","-0.75%"
"15-12-2022","61,799.03","62,530.07","62,624.81","61,715.61","5.61M","-1.40%"
"14-12-2022","62,677.91","62,685.94","62,835.11","62,591.28","5.71M","0.23%"
"13-12-2022","62,533.30","62,300.67","62,567.92","62,129.57","11.99M","0.65%"
"12-12-2022","62,130.57","61,770.56","62,239.42","61,676.15","7.02M","-0.08%"
"09-12-2022","62,181.67","62,690.86","62,735.42","61,889.11","7.27M","-0.62%"
"08-12-2022","62,570.68","62,504.04","62,633.56","62,320.18","13.73M","0.26%"
"07-12-2022","62,410.68","62,615.52","62,759.97","62,316.65","4.83M","-0.34%"
"06-12-2022","62,626.36","62,395.55","62,677.84","62,390.07","6.07M","-0.33%"
"05-12-2022","62,834.60","62,865.28","62,939.63","62,507.88","13.11M","-0.05%"
"02-12-2022","62,868.50","62,978.58","63,148.59","62,679.63","6.39M","-0.66%"
"01-12-2022","63,284.19","63,357.99","63,583.07","63,183.77","17.29M","0.29%"
"30-11-2022","63,099.65","62,743.47","63,303.01","62,648.38","8.93M","0.67%"
"29-11-2022","62,681.84","62,362.08","62,887.40","62,362.08","11.24M","0.28%"
"28-11-2022","62,504.80","62,016.35","62,701.40","61,959.74","6.97M","0.34%"
"25-11-2022","62,293.64","62,327.88","62,447.73","62,115.66","7.12M","0.03%"
"24-11-2022","62,272.68","61,656.00","62,412.33","61,600.42","7.66M","1.24%"
"23-11-2022","61,510.58","61,779.71","61,780.90","61,442.69","9.76M","0.15%"
"22-11-2022","61,418.96","61,126.56","61,466.63","61,073.68","9.74M","0.45%"
"21-11-2022","61,144.84","61,456.33","61,456.33","61,059.33","7.92M","-0.84%"
"18-11-2022","61,663.48","61,858.20","61,929.88","61,337.43","10.61M","-0.14%"
"17-11-2022","61,750.60","61,812.36","62,050.80","61,643.27","9.06M","-0.37%"
"16-11-2022","61,980.72","61,708.63","62,052.57","61,708.63","6.61M","0.17%"
"15-11-2022","61,872.99","61,630.05","61,955.96","61,436.90","11.43M","0.40%"
"14-11-2022","61,624.15","61,765.86","61,916.24","61,572.03","20.64M","-0.28%"
"11-11-2022","61,795.04","61,311.02","61,840.97","61,311.02","14.43M","1.95%"
"10-11-2022","60,613.70","60,524.27","60,848.73","60,425.47","10.17M","-0.69%"
"09-11-2022","61,033.55","61,304.29","61,447.23","60,905.15","9.10M","-0.25%"
"07-11-2022","61,185.15","61,188.13","61,401.54","60,714.36","17.03M","0.39%"
"04-11-2022","60,950.36","60,698.27","61,004.49","60,666.01","13.60M","0.19%"
"03-11-2022","60,836.41","60,511.57","60,994.37","60,485.14","24.96M","-0.11%"
"02-11-2022","60,906.09","61,156.89","61,209.65","60,794.39","10.83M","-0.35%"
"01-11-2022","61,121.35","61,065.58","61,289.73","60,868.69","58.15M","0.62%"
"31-10-2022","60,746.59","60,246.96","60,786.70","60,246.96","8.02M","1.31%"
"28-10-2022","59,959.85","59,746.80","60,133.17","59,739.05","9.97M","0.34%"
"27-10-2022","59,756.84","59,792.32","59,959.94","59,496.80","9.54M","0.36%"
"25-10-2022","59,543.96","60,002.96","60,081.24","59,489.02","14.93M","-0.48%"
"24-10-2022","59,831.66","59,804.02","59,994.25","59,776.66","2.13M","0.88%"
"21-10-2022","59,307.15","59,381.36","59,590.93","59,132.94","10.76M","0.18%"
"20-10-2022","59,202.90","58,824.48","59,273.85","58,791.28","8.65M","0.16%"
"19-10-2022","59,107.19","59,196.96","59,399.69","58,961.77","6.84M","0.25%"
"18-10-2022","58,960.60","58,744.13","59,143.66","58,744.13","8.62M","0.94%"
"17-10-2022","58,410.98","57,752.50","58,449.00","57,639.80","53.54M","0.85%"
"14-10-2022","57,919.97","58,162.74","58,435.12","57,848.23","9.40M","1.20%"
"13-10-2022","57,235.33","57,512.74","57,568.14","57,055.75","9.50M","-0.68%"
"12-10-2022","57,625.91","57,312.49","57,687.64","57,085.92","7.62M","0.84%"
"11-10-2022","57,147.32","58,004.25","58,027.52","57,050.40","52.66M","-1.46%"
"10-10-2022","57,991.11","57,424.07","58,125.01","57,365.68","6.83M","-0.34%"
"07-10-2022","58,191.29","58,092.56","58,269.34","57,851.15","7.26M","-0.05%"
"06-10-2022","58,222.10","58,314.05","58,578.76","58,173.70","9.60M","0.27%"
"04-10-2022","58,065.47","57,506.65","58,099.94","57,506.65","6.40M","2.25%"
"03-10-2022","56,788.81","57,403.92","57,454.84","56,683.40","8.06M","-1.11%"
"30-09-2022","57,426.92","56,240.15","57,722.63","56,147.23","12.31M","1.80%"
"29-09-2022","56,409.96","56,997.90","57,166.14","56,314.05","11.43M","-0.33%"
"28-09-2022","56,598.28","56,710.13","57,213.33","56,485.67","26.77M","-0.89%"
"27-09-2022","57,107.52","57,376.52","57,704.57","56,950.52","13.91M","-0.07%"
"26-09-2022","57,145.22","57,525.03","57,708.38","57,038.24","17.88M","-1.64%"
"23-09-2022","58,098.92","59,005.18","59,143.32","57,981.95","14.90M","-1.73%"
"22-09-2022","59,119.72","59,073.84","59,457.58","58,832.78","10.05M","-0.57%"
"21-09-2022","59,456.78","59,504.14","59,799.04","59,275.40","8.61M","-0.44%"
"20-09-2022","59,719.74","59,556.91","60,105.79","59,556.91","10.38M","0.98%"
"19-09-2022","59,141.23","58,747.31","59,277.55","58,487.76","58.00M","0.51%"
"16-09-2022","58,840.79","59,585.72","59,720.56","58,687.17","13.52M","-1.82%"
"15-09-2022","59,934.01","60,454.37","60,676.12","59,865.75","10.34M","-0.68%"
"14-09-2022","60,346.97","59,417.12","60,649.04","59,417.12","19.71M","-0.37%"
"13-09-2022","60,571.08","60,408.29","60,635.28","60,381.02","8.53M","0.76%"
"12-09-2022","60,115.13","59,912.29","60,284.55","59,912.29","14.25M","0.54%"
"09-09-2022","59,793.14","60,045.75","60,119.80","59,634.39","13.10M","0.18%"
"08-09-2022","59,688.22","59,374.99","59,711.96","59,315.71","12.11M","1.12%"
"07-09-2022","59,028.91","58,789.26","59,166.46","58,722.89","9.04M","-0.28%"
"06-09-2022","59,196.99","59,285.36","59,566.67","58,974.26","13.83M","-0.08%"
"05-09-2022","59,245.98","58,814.08","59,308.25","58,812.20","12.86M","0.75%"
"02-09-2022","58,803.33","58,969.02","59,108.66","58,558.64","10.74M","0.06%"
"01-09-2022","58,766.59","58,710.53","59,309.79","58,522.57","19.21M","-1.29%"
"30-08-2022","59,537.07","58,259.85","59,599.78","58,245.49","12.83M","2.70%"
"29-08-2022","57,972.62","57,367.47","58,208.30","57,367.47","14.47M","-1.46%"
"26-08-2022","58,833.87","59,050.67","59,321.65","58,722.69","9.04M","0.10%"
"25-08-2022","58,774.72","59,315.98","59,484.35","58,666.41","9.75M","-0.53%"
"24-08-2022","59,085.43","58,853.32","59,170.87","58,760.09","11.85M","0.09%"
"23-08-2022","59,031.30","58,205.97","59,199.11","58,172.48","12.96M","0.44%"
"22-08-2022","58,773.87","59,361.08","59,402.50","58,705.11","10.65M","-1.46%"
"19-08-2022","59,646.15","60,351.23","60,411.20","59,474.57","11.72M","-1.08%"
"18-08-2022","60,298.00","60,080.19","60,341.41","59,946.44","10.94M","0.06%"
"17-08-2022","60,260.13","59,938.05","60,323.25","59,857.80","9.68M","0.70%"
"16-08-2022","59,842.21","59,675.12","59,923.03","59,673.96","4.87B","0.64%"
"12-08-2022","59,462.78","59,235.98","59,538.08","59,113.01","14.21M","0.22%"
"11-08-2022","59,332.60","59,320.45","59,484.99","59,251.14","10.73M","0.88%"
"10-08-2022","58,817.29","58,977.34","58,984.32","58,583.36","9.79M","-0.06%"
"08-08-2022","58,853.07","58,417.71","58,934.90","58,266.65","9.82M","0.80%"
"05-08-2022","58,387.93","58,421.04","58,649.19","58,244.86","9.27M","0.15%"
"04-08-2022","58,298.80","58,571.28","58,712.66","57,577.05","8.90M","-0.09%"
"03-08-2022","58,350.53","58,174.11","58,415.63","57,788.78","7.16M","0.37%"
"02-08-2022","58,136.36","58,049.02","58,328.41","57,744.70","15.46M","0.04%"
"01-08-2022","58,115.50","57,823.10","58,170.67","57,540.36","72.59M","0.95%"
"29-07-2022","57,570.25","57,258.13","57,619.27","57,104.81","16.78M","1.25%"
"28-07-2022","56,857.79","56,267.55","56,914.22","56,236.45","13.86M","1.87%"
"27-07-2022","55,816.32","55,258.29","55,853.09","55,157.99","3.75M","0.99%"
"26-07-2022","55,268.49","55,834.38","55,834.38","55,203.43","4.88M","-0.89%"
"25-07-2022","55,766.22","55,877.50","56,018.09","55,537.08","6.12M","-0.55%"
"22-07-2022","56,072.23","55,800.84","56,186.05","55,685.45","6.55M","0.70%"
"21-07-2022","55,681.95","55,391.93","55,738.49","55,270.75","6.69M","0.51%"
"20-07-2022","55,397.53","55,486.12","55,630.26","55,298.23","6.83M","1.15%"
"19-07-2022","54,767.62","54,251.88","54,817.52","54,232.82","6.90M","0.45%"
"18-07-2022","54,521.15","54,069.30","54,556.66","54,034.97","63.82M","1.41%"
"15-07-2022","53,760.78","53,637.88","53,811.37","53,361.62","5.62M","0.65%"
"14-07-2022","53,416.15","53,688.62","53,861.28","53,163.77","4.71M","-0.18%"
"13-07-2022","53,514.15","54,210.10","54,211.22","53,455.26","5.65M","-0.69%"
"12-07-2022","53,886.61","54,219.78","54,236.49","53,824.97","6.26M","-0.94%"
"11-07-2022","54,395.23","54,248.60","54,527.90","54,090.53","6.08M","-0.16%"
"08-07-2022","54,481.84","54,574.43","54,627.14","54,278.77","7.54M","0.56%"
"07-07-2022","54,178.46","54,146.68","54,254.79","53,927.26","7.51M","0.80%"
"06-07-2022","53,750.97","53,170.70","53,819.31","53,143.28","14.76M","1.16%"
"05-07-2022","53,134.35","53,501.21","53,865.93","53,054.30","6.82M","-0.19%"
"04-07-2022","53,234.77","52,851.67","53,301.99","52,674.81","6.97M","0.62%"
"01-07-2022","52,907.93","52,863.34","53,053.04","52,094.25","7.22M","-0.21%"
"30-06-2022","53,018.94","52,897.16","53,377.54","52,883.25","5.63M","-0.02%"
"29-06-2022","53,026.97","52,623.15","53,244.84","52,612.68","5.23M","-0.28%"
"28-06-2022","53,177.45","52,846.26","53,301.40","52,771.53","5.52M","0.03%"
"27-06-2022","53,161.28","53,468.89","53,509.50","53,120.79","5.28M","0.82%"
"24-06-2022","52,727.98","52,654.24","52,909.87","52,447.25","4.99M","0.88%"
"23-06-2022","52,265.72","51,972.75","52,516.79","51,632.85","5.59M","0.86%"
"22-06-2022","51,822.53","52,186.36","52,272.85","51,739.98","5.76M","-1.35%"
"21-06-2022","52,532.07","51,897.60","52,799.40","51,808.76","5.14M","1.81%"
"20-06-2022","51,597.84","51,470.03","51,714.61","51,062.93","6.96M","0.46%"
"17-06-2022","51,360.42","51,181.99","51,652.83","50,921.22","8.27M","-0.26%"
"16-06-2022","51,495.79","53,018.91","53,142.50","51,425.48","9.19M","-1.99%"
"15-06-2022","52,541.39","52,650.41","52,867.73","52,493.36","5.91M","-0.29%"
"14-06-2022","52,693.57","52,495.94","53,095.32","52,459.48","6.94M","-0.29%"
"13-06-2022","52,846.70","53,184.61","53,207.54","52,527.08","7.48M","-2.68%"
"10-06-2022","54,303.44","54,760.25","54,780.78","54,205.99","4.76M","-1.84%"
"09-06-2022","55,320.28","54,514.17","55,366.84","54,507.41","5.97M","0.78%"
"08-06-2022","54,892.49","55,345.51","55,423.97","54,683.30","6.04M","-0.39%"
"07-06-2022","55,107.34","55,373.18","55,387.77","54,882.41","3.64M","-1.02%"
"06-06-2022","55,675.32","55,610.64","55,832.28","55,295.74","4.30M","-0.17%"
"03-06-2022","55,769.23","56,245.60","56,432.65","55,719.36","5.94M","-0.09%"
"02-06-2022","55,818.11","55,382.44","55,891.92","55,135.11","5.85M","0.79%"
"01-06-2022","55,381.17","55,588.27","55,791.49","55,091.43","7.33M","-0.33%"
"31-05-2022","55,566.41","55,622.01","55,925.62","55,369.14","8.27M","-0.64%"
"30-05-2022","55,925.74","55,507.75","56,082.65","55,466.30","5.94M","1.90%"
"27-05-2022","54,884.66","54,671.50","54,936.63","54,449.34","7.04M","1.17%"
"26-05-2022","54,252.53","53,950.84","54,346.22","53,425.25","7.48M","0.94%"
"25-05-2022","53,749.26","54,254.07","54,379.59","53,683.16","6.15M","-0.56%"
"24-05-2022","54,052.61","54,307.56","54,524.37","53,886.28","5.62M","-0.43%"
"23-05-2022","54,288.61","54,459.95","54,931.30","54,191.55","7.09M","-0.07%"
"20-05-2022","54,326.39","53,513.97","54,396.43","53,403.29","7.58M","2.91%"
"19-05-2022","52,792.23","53,070.30","53,356.04","52,669.51","9.15M","-2.61%"
"18-05-2022","54,208.53","54,554.89","54,786.00","54,130.89","5.81M","-0.20%"
"17-05-2022","54,318.47","53,285.19","54,399.42","53,176.02","7.44M","2.54%"
"16-05-2022","52,973.84","52,946.32","53,428.28","52,632.48","4.77M","0.34%"
"13-05-2022","52,793.62","53,565.74","53,785.71","52,654.89","9.28M","-0.26%"
"12-05-2022","52,930.31","53,608.35","53,632.55","52,702.30","6.86M","-2.14%"
"11-05-2022","54,088.39","54,544.91","54,598.55","53,519.30","7.17M","-0.51%"
"10-05-2022","54,364.85","54,309.31","54,857.02","54,226.33","8.04M","-0.19%"
"09-05-2022","54,470.67","54,188.21","54,795.47","53,918.02","9.26M","-0.67%"
"06-05-2022","54,835.58","54,928.29","55,070.12","54,586.75","8.05M","-1.56%"
"05-05-2022","55,702.23","56,255.07","56,566.80","55,613.82","8.22M","0.06%"
"04-05-2022","55,669.03","57,124.91","57,184.21","55,501.60","50.75M","-2.29%"
"02-05-2022","56,975.99","56,429.45","57,054.23","56,412.62","7.92M","-0.15%"
"29-04-2022","57,060.87","57,817.51","57,975.48","56,902.30","9.50M","-0.80%"
"28-04-2022","57,521.06","57,296.31","57,790.85","56,936.94","7.11M","1.23%"
"27-04-2022","56,819.39","56,983.68","57,079.03","56,584.04","6.57M","-0.94%"
"26-04-2022","57,356.61","57,066.24","57,442.24","56,904.51","7.34M","1.37%"
"25-04-2022","56,579.89","56,757.64","56,875.65","56,356.87","7.05M","-1.08%"
"22-04-2022","57,197.15","57,531.95","57,689.86","57,134.72","7.58M","-1.23%"
"21-04-2022","57,911.68","57,458.60","57,991.53","57,311.86","8.00M","1.53%"
"20-04-2022","57,037.50","56,741.43","57,216.51","56,521.33","7.58M","1.02%"
"19-04-2022","56,463.15","57,381.77","57,464.08","56,009.07","13.46M","-1.23%"
"18-04-2022","57,166.74","57,338.58","57,420.80","56,842.39","13.46M","-2.01%"
"13-04-2022","58,338.93","58,910.74","59,003.82","58,291.23","6.62M","-0.41%"
"12-04-2022","58,576.37","58,743.50","58,794.78","58,298.57","7.47M","-0.66%"
"11-04-2022","58,964.57","59,333.18","59,355.76","58,894.40","8.97M","-0.81%"
"08-04-2022","59,447.18","59,256.97","59,654.44","58,876.36","8.43M","0.70%"
"07-04-2022","59,034.95","59,402.61","59,504.92","58,977.35","8.27M","-0.97%"
"06-04-2022","59,610.41","59,815.71","59,941.57","59,509.84","10.58M","-0.94%"
"05-04-2022","60,176.50","60,786.07","60,786.07","60,067.18","6.76M","-0.72%"
"04-04-2022","60,611.74","59,764.13","60,845.10","59,760.22","12.57M","2.25%"
"01-04-2022","59,276.69","58,530.73","59,396.62","58,450.04","6.42M","1.21%"
"31-03-2022","58,568.51","58,779.71","58,890.92","58,485.79","4.38M","-0.20%"
"30-03-2022","58,683.99","58,362.85","58,727.78","58,176.00","6.28M","1.28%"
"29-03-2022","57,943.65","57,814.76","58,001.53","57,639.35","12.06M","0.61%"
"28-03-2022","57,593.49","57,472.72","57,638.34","56,825.09","6.30M","0.40%"
"25-03-2022","57,362.20","57,801.72","57,845.37","57,100.24","6.85M","-0.41%"
"24-03-2022","57,595.68","57,190.05","57,827.99","57,138.51","51.43M","-0.15%"
"23-03-2022","57,684.82","58,198.64","58,416.56","57,568.59","9.11M","-0.53%"
"22-03-2022","57,989.30","57,297.57","58,052.87","56,930.30","7.83M","1.22%"
"21-03-2022","57,292.49","58,030.41","58,127.95","57,229.08","6.37M","-0.99%"
"17-03-2022","57,863.93","57,620.28","58,095.84","57,518.06","7.15M","1.84%"
"16-03-2022","56,816.65","56,555.33","56,860.89","56,389.26","6.87M","1.86%"
"15-03-2022","55,776.85","56,663.87","56,720.60","55,418.95","8.14M","-1.26%"
"14-03-2022","56,486.02","55,614.40","56,545.83","55,556.47","9.07M","1.68%"
"11-03-2022","55,550.30","55,218.78","55,833.95","55,049.95","9.67M","0.15%"
"10-03-2022","55,464.39","56,242.47","56,242.47","54,982.82","9.82M","1.50%"
"09-03-2022","54,647.33","53,793.99","54,893.73","53,367.52","14.06M","2.29%"
"08-03-2022","53,424.09","52,430.06","53,484.26","52,260.82","16.28M","1.10%"
"07-03-2022","52,842.75","53,172.51","53,203.87","52,367.10","17.11M","-2.74%"
"04-03-2022","54,333.81","54,653.59","55,013.27","53,887.72","10.99M","-1.40%"
"03-03-2022","55,102.68","55,921.44","55,996.62","54,931.48","9.91M","-0.66%"
"02-03-2022","55,468.90","55,629.30","55,755.09","55,020.10","12.44M","-1.38%"
"28-02-2022","56,247.28","55,329.46","56,324.54","54,833.50","7.73M","0.70%"
"25-02-2022","55,858.52","55,321.72","56,183.70","55,299.28","9.87M","2.44%"
"24-02-2022","54,529.91","55,418.45","55,996.09","54,383.20","15.60M","-4.72%"
"23-02-2022","57,232.06","57,632.94","57,733.37","57,109.24","6.19M","-0.12%"
"22-02-2022","57,300.68","56,438.64","57,505.85","56,394.85","14.14M","-0.66%"
"21-02-2022","57,683.59","57,551.65","58,141.96","57,167.02","6.63M","-0.26%"
"18-02-2022","57,832.97","57,488.39","58,175.35","57,488.39","9.83M","-0.10%"
"17-02-2022","57,892.01","58,217.69","58,346.00","57,635.43","6.44M","-0.18%"
"16-02-2022","57,996.68","58,310.68","58,569.22","57,780.28","7.29M","-0.25%"
"15-02-2022","58,142.05","56,731.56","58,211.38","56,438.47","9.96M","3.08%"
"14-02-2022","56,405.84","56,720.32","57,191.91","56,295.70","8.34M","-3.00%"
"11-02-2022","58,152.92","58,447.15","58,447.15","57,914.10","5.71M","-1.31%"
"10-02-2022","58,926.03","58,810.53","59,060.24","58,332.28","6.68M","0.79%"
"09-02-2022","58,465.97","58,163.01","58,507.61","58,105.18","5.88M","1.14%"
"08-02-2022","57,808.58","57,799.67","57,925.82","57,058.77","8.91M","0.33%"
"07-02-2022","57,621.19","58,549.67","58,707.76","57,299.05","11.54M","-1.75%"
"04-02-2022","58,644.82","58,918.65","58,943.62","58,446.95","7.27M","-0.24%"
"03-02-2022","58,788.02","59,528.16","59,557.87","58,653.94","7.08M","-1.29%"
"02-02-2022","59,558.33","59,293.44","59,618.51","59,193.05","8.55M","1.18%"
"01-02-2022","58,862.57","58,672.86","59,032.20","57,737.66","13.96M","1.46%"
"31-01-2022","58,014.17","57,845.91","58,257.63","57,746.15","7.37M","1.42%"
"28-01-2022","57,200.23","57,795.11","58,084.33","57,119.28","13.02M","-0.13%"
"27-01-2022","57,276.94","57,317.38","57,508.61","56,439.36","10.28M","-1.00%"
"25-01-2022","57,858.15","57,158.63","57,966.93","56,409.63","10.44M","0.64%"
"24-01-2022","57,491.51","59,023.97","59,023.97","56,984.01","10.79M","-2.62%"
"21-01-2022","59,037.18","59,039.37","59,329.63","58,620.93","7.60M","-0.72%"
"20-01-2022","59,464.62","60,045.48","60,045.48","59,068.31","11.80M","-1.06%"
"19-01-2022","60,098.82","60,845.59","60,870.17","59,949.22","6.96M","-1.08%"
"18-01-2022","60,754.86","61,430.77","61,475.15","60,662.57","12.46M","-0.90%"
"17-01-2022","61,308.91","61,219.64","61,385.48","61,107.60","7.62M","0.14%"
"14-01-2022","61,223.03","61,040.32","61,324.59","60,757.03","6.94M","-0.02%"
"13-01-2022","61,235.30","61,259.99","61,348.57","60,949.81","9.33M","0.14%"
"12-01-2022","61,150.04","61,014.37","61,218.19","60,850.93","6.25M","0.88%"
"11-01-2022","60,616.89","60,342.70","60,689.25","60,281.52","6.45M","0.37%"
"10-01-2022","60,395.63","60,070.39","60,427.36","59,987.18","7.57M","1.09%"
"07-01-2022","59,744.65","59,776.10","60,130.18","59,401.44","8.30M","0.24%"
"06-01-2022","59,601.84","59,731.75","59,781.86","59,290.58","6.02M","-1.03%"
"05-01-2022","60,223.15","59,921.98","60,332.72","59,661.38","8.61M","0.61%"
"04-01-2022","59,855.93","59,343.79","59,937.33","59,084.40","9.11M","1.14%"
"03-01-2022","59,183.22","58,310.09","59,266.39","58,306.45","8.20M","1.60%"
